rErrorMsg,rWouldTakeAgain,rClass,rTextBookUse,easyColor,teacherGrade,rEasy,rClarity,usefulGrouping,rInterest,sId,quality,id,rStatus,attendance,teacherRatingTags,rOverallString,rComments,rDate,TeacherID,takenForCredit,onlineClass,notHelpCount,rHelpful,teacher,helpColor,rEasyString,unUsefulGrouping,rOverall,helpCount,clarityColor
,N/A,CSE310,No,good,N/A,4,2,people,Meh,45,poor,19090165,1,N/A,[],2.0,"Lectures are generally not helpful. Professor knows the material well, but the way he explains it is not intuitive to learning it. Tests are tough, with no partial credit.",10/20/2011,556430,N/A,,0,2,,average,4.0,people,2,0,average
,N/A,CSE310,Yes,good,N/A,5,2,people,Sorta interested,45,average,18269227,1,N/A,[],2.5,"He seems to know a lot about what he's teaching, but he does not do a good job teaching it. His powerpoints are practically useless, and his lectures are confusing. I missed one class the entire semester and I was a straight A student...until I failed this class. Make sure you have a LOT of time to devote to this class before taking it.",03/11/2011,556430,N/A,,0,3,,average,5.0,people,2.5,0,average
,N/A,CS310,Yes,good,N/A,5,3,people,Meh,45,average,17747805,1,N/A,[],2.5,He knows a lot. But he can hardly teach. He makes you not wanna go to class because he's really harsh on students. If you ask a question and he thinks it's silly he'll make the whole class laugh at you which makes students not want to ask at all. This leads to having less self-esteem with the course and makes the grades go down. HARD but Passable!,11/09/2010,556430,N/A,,0,2,,average,5.0,people,2.5,0,average
,N/A,CSE450,Yes,good,N/A,5,1,people,Sorta interested,45,poor,14595162,1,N/A,[],2.0,"The 400-level algorithms class is next to impossible compared to the 310 class. The undergrad class average was below 50% and there was at least a 10% curve (I had a 65% in the class and ended with a C, +/- scale). On the second midterm 25% of the test was not covered anywhere in the slides or the book. Highest class homework grades are about 78%",06/18/2008,556430,N/A,,0,3,,average,5.0,people,2,0,poor
,N/A,CSE310,Yes,average,N/A,3,5,people,Really into it,45,awesome,13089613,1,N/A,[],5.0,This subject can easily be very confusing if not taught by the right professor.  He speaks clearly and describes the material so that it is easy to understand.  He is very fair on grading.  Nothing was ever a surprise on tests.  Definitely one of the best teachers in CSE.  Too bad for future students he's going on sabatical till spring '08.,05/01/2007,556430,N/A,,0,5,,good,3.0,people,5,0,good
,N/A,CSE310,N/A,average,N/A,2,4,people,Low,45,good,11363561,1,N/A,[],4.0,"His tests and his assignments are very fair. You should have no problems getting an A if you study the lecture materials. His programming assignments are not difficult, but I had problems with the makefile every time (he'll explain what a makefile is).",01/14/2006,556430,N/A,,0,4,,good,2.0,people,4,0,good
,N/A,CSE310,N/A,average,N/A,3,4,people,It's my life,45,good,11181194,1,N/A,[],4.0,"Dr. Xue is fair. The reading material and power-point slides he posts cover absolutely everything you need to know. However, you need to put a lot more effort into this class than most others. As long as you can devote the time, have good studying skills, and don't fall behind, you'll earn an A. As said before, there are no surprises in Xue's class",12/16/2005,556430,N/A,,0,4,,good,3.0,people,4,0,good
,N/A,CSE310,N/A,average,N/A,3,3,people,Sorta interested,45,average,10979362,1,N/A,[],2.5,"He is fair.  Homework can be pretty tough/time consuming.  No Partial credit for answers.  If you get one part wrong, it drops a whole letter grade on your homework... ouch  He IS passable",11/23/2005,556430,N/A,,0,2,,average,3.0,people,2.5,0,average
,N/A,CSE310,N/A,average,N/A,3,4,people,Really into it,45,awesome,10249618,1,Mandatory,[],4.5,"Always has one hard test and one easy.  if the 1st is easy... watch out. if the 1st is impossible, hang in there, don't drop.  The next one will be better.",08/29/2005,556430,N/A,,0,5,,good,3.0,people,4.5,0,good
,N/A,CSE310,N/A,average,N/A,3,4,people,Low,45,good,3233611,1,N/A,[],4.0,"There are no surprises in Xue's class. (You know what will be on the tests, homework is helpful)",01/17/2005,556430,N/A,,0,4,,good,3.0,people,4,0,good
,N/A,CSE310,N/A,average,N/A,3,5,people,Low,45,awesome,3233604,1,N/A,[],4.5,There are no surprises with his class.,01/17/2005,556430,N/A,,0,4,,good,3.0,people,4.5,0,good
,N/A,CSE360,Yes,good,B+,5,1,people,N/A,45,awful,26446700,1,Mandatory,"[u'Tough Grader', u'LECTURE HEAVY', u'LOTS OF HOMEWORK']",1.0,"This teacher is bad. He won't clarify his grading and cannot give a straight answer. He spent the semester teaching from one book and grading from another. Take the course with Calliss if you can. If you can't, PLEASE heed everyone's warning and do not take it with Hessam. He makes me question ASU's integrity and ABET certification.",05/03/2016,860973,Yes,,0,1,,poor,5.0,people,1,0,poor
,Yes,CSE460,Yes,poor,A,1,5,person,N/A,45,awesome,26430781,1,Mandatory,"[u'Participation matters', u'Get ready to read']",4.5,"Sarj is a good professor. Engage in lecture, do the readings, do the homeworks and you will get a good grade and learn a lot.",05/01/2016,860973,Yes,,3,4,,good,1.0,people,4.5,1,good
,N/A,CSE360,Yes,good,B+,5,1,people,Really into it,45,awful,25784614,1,Mandatory,"[u'Tough Grader', u'GROUP PROJECTS']",1.0,"Gives no instructions on the projects, assignments, and tests. Passing is purely a matter of luck, since while he has very specific criteria for the assignments he will not share them (even when repeatedly asked) until after the due date. Regularly contradicts both himself and the book, and is a very tough grader.",12/20/2015,860973,Yes,,0,1,,poor,5.0,people,1,2,poor
,N/A,CSE360,Yes,average,B+,3,1,people,Sorta interested,45,poor,25577083,1,Mandatory,"[u'Get ready to read', u'GROUP PROJECTS']",1.5,"Sarj is one of the worst teachers I've had. The subject matter in CSE 360 isn't that difficult, but Sarj is completely unclear about his requirements. Assignments, hw, and test questions are super  vague and unclear. When you get something wrong, you will receive ZERO feedback or constructive criticism why. Book is free online if you search. ",12/07/2015,860973,Yes,,0,2,,poor,3.0,people,1.5,3,poor
,N/A,CSE360,Yes,good,N/A,5,1,people,Low,45,awful,25517044,1,Not Mandatory,"[u'GROUP PROJECTS', u'LECTURE HEAVY', u'Tough Grader']",1.0,"Do not take his classes under any circumstance. I don't care if he's the only person standing between you and graduation. Just wait a semester if you have to. There is no reward in the world  that will make this class worth taking. There is absolutely nothing to gain from it. He is the worst ASU has to offer, without a doubt.",12/01/2015,860973,Yes,,1,1,,poor,5.0,person,1,8,poor
,N/A,CSE360,Yes,good,B+,4,1,people,It's my life,45,awful,25505366,1,Not Mandatory,"[u'GROUP PROJECTS', u'Tough Grader']",1.0,Just stay away. This class is difficult because of how vague his instructions are and grades you on a rubric he does not give to you.  His lectures are boring and very unclear on what he wants. He will give you an assignment without showing you any examples. Doesn't understand any questions you ask. Not helpful. By far the worst professor I've had.,11/30/2015,860973,Yes,,0,1,,poor,4.0,people,1,4,poor
,N/A,CSE360,Yes,good,N/A,5,1,people,Really into it,45,awful,25500847,1,N/A,[],1.0,"He made me into a Philosophy major. Thanks, Hessam!",11/29/2015,860973,Yes,,0,1,,poor,5.0,people,1,25,poor
,N/A,CSE360,Yes,good,Not sure yet,4,1,people,Really into it,45,awful,25316851,1,Mandatory,"[u'Tough Grader', u'Get ready to read']",1.0,"I cannot put into words just how frustrating this professor is to deal with. Nothing about his lectures, homework, project or grading makes any sense. He never clarifies what he actually wants until after you've turned in the assignment or test and already ruined your grade. When he finally does explain, you will be baffled by his leaps of logic.",10/30/2015,860973,Yes,,0,1,,poor,4.0,people,1,10,poor
,N/A,CSE561,Yes,good,C+,4,1,people,Low,45,poor,25312479,1,Not Mandatory,[u'GROUP PROJECTS'],1.5,Nice guy.  Be ready to teach yourself the entire course.  Terrible at explaining things.,10/29/2015,860973,Yes,,0,2,,poor,4.0,people,1.5,4,poor
,N/A,CSE360,Yes,good,C,5,1,people,It's my life,45,awful,25280390,1,Mandatory,"[u'Get ready to read', u'Tough Grader', u'GROUP PROJECTS']",1.0,"Take another professor. Hessam spends class reading off of ppts, which is the book in slide form. Grading rubric and test content are a mystery. Has subjective questions but is looking for specific answers not provided by him or the book. He avoids clarity on anything until it's too late. If you have to take him, start memorizing the book now.",10/22/2015,860973,Yes,,0,1,,poor,5.0,people,1,5,poor
,N/A,CSE360,Yes,good,N/A,5,1,people,It's my life,45,awful,25230095,1,Mandatory,"[u'GROUP PROJECTS', u'Tough Grader']",1.0,"There's ""open to interpretation"", and then there's ""I have no idea what's going on"". Sarjoughian's class is firmly in the latter category. His grading is nonsensical, his lectures are incoherent, due dates are given with little to no notice, and the group project is nearly impossible to understand. Yeed a 70 on the final and project to even pass..",10/06/2015,860973,Yes,,1,1,,poor,5.0,person,1,7,poor
,N/A,CSE460,Yes,average,N/A,3,1,people,Meh,45,awful,24774412,1,N/A,"[u'LOTS OF HOMEWORK', u'Tough Grader', u'LECTURE HEAVY']",1.0,Lectures are tedious. Homeworks are graded terribly. Vague requirements presented in quizzeshomeworks. No clarity. Don't take thinking it is an easy course. You will do a lot of work for nothing.,05/08/2015,860973,Yes,,1,1,,poor,3.0,person,1,6,poor
,N/A,CSE460598,Yes,good,A-,5,1,people,Low,45,awful,24734737,1,Mandatory,"[u'GROUP PROJECTS', u'Participation matters', u'Tough Grader']",1.0,"Class was good and clear at the first half. However, once the post mid exam syllabus started, nothing was clear. The class is always slow paced but is very ambiguous. The final Term paper on design patterns was successfully completed by  only 2 teams out of 24. It was simply undo-able. Stay away from this professor. Bad teaching and worst grading.",05/04/2015,860973,Yes,,0,1,,poor,5.0,people,1,5,poor
,N/A,460,No,average,B+,3,1,people,Low,45,awful,24712633,1,Mandatory,[],1.0,"I think he knows something, but he is worst at teaching. He assigns such project of which he does not have any idea. Confuses student even more when you ask doubts. Even if he does not know answers, he provide some vague ones. Advice -   Do not take at least this course under this prof. If possible, do not take any course under him.",04/30/2015,860973,Yes,,0,1,,poor,3.0,people,1,6,poor
,N/A,CSE360,No,good,N/A,4,1,people,It's my life,45,awful,24085960,1,N/A,[],1.0,"A terrible professor. He is extremely unclear as to what he expects from homework, the exams, and the project. You have no idea what his grading criteria is and if you ask for specifics he doesn't give a straight answer.  It's possible to pass his class but you will be frustrated by his useless lectures, useless powerpoints, and useless homework.",12/15/2014,860973,Yes,,1,1,,poor,4.0,person,1,4,poor
,N/A,CSE360,No,good,Not sure yet,4,1,people,It's my life,45,poor,23656293,1,Mandatory,[u'GROUP PROJECTS'],1.5,"To start the book for CSE 360 is terrible.  Refer to the Amazon reviews for Software Engineering: A Practitioner's Approach.  Sarjoughian could not be a nicer guy, but I have never had questions answered in such a round about way.  There will come a point when you ask a yes or no question and get a 10 min response and still do not know the answer.",10/14/2014,860973,Yes,,0,2,,poor,4.0,people,1.5,4,poor
,N/A,CSE460,Yes,average,A,3,5,person,Really into it,45,awesome,22404223,1,Mandatory,[],5.0,"Dr. Sarjoughian was one of the best professors I encountered in my undergrad and graduate studies at ASU.  He is passionate about his field, engages his students through group work, and is very approachable and helpful outside of class.",11/29/2013,860973,N/A,,17,5,,good,3.0,people,5,1,good
,N/A,CSE360,No,good,N/A,4,2,people,Low,45,poor,20176960,1,N/A,[],2.0,"Hessam is a VERY nice guy. That said he is not a good teacher. Project was just stupid. Tests incredibly hard and on the smallest details. Most boring lectures I've ever heard. Everything in the class is graded very harshly. Stay away, as all other 360 profs give out more As in a semester than he probably has in his entire life.",05/02/2012,860973,N/A,,0,2,,average,4.0,people,2,2,average
